Modelo,Sabor,Precio,Estado,URL
"VAPORESSO DOJO X 40K","FRESH SPLASH","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-fresh-splash/"
"VAPORESSO DOJO X 40K","FROSTY BANANA TAFFY","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-frosty-banana-taffy/"
"VAPORESSO DOJO X 40K","FROZEN GRAPEFRUIT","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-frozen-grapefruit/"
"VAPORESSO DOJO X 40K","FUCKING FAB","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-fucking-fab/"
"VAPORESSO DOJO X 40K","GRAPE MOJO","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-grape-mojo/"
"VAPORESSO DOJO X 40K","HAWAIAN DREAM","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-hawaian-dream/"
"VAPORESSO DOJO X 40K","MEXICO MANGO","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-mexico-mango/"
"VAPORESSO DOJO X 40K","MIAMI MINT","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-miami-mint/"
"VAPORESSO DOJO X 40K","PEACH SMASH","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-peach-smash/"
"VAPORESSO DOJO X 40K","PINK LEMONADE","8,00","Agotado","https://italiashop.com.py/product/vaporesso-dojo-x-40k-pink-lemonade/"
"VAPORESSO DOJO X 40K","RASPBERRY PEACH LIME","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-raspberry-peach-lime/"
"VAPORESSO DOJO X 40K","SOUR APPLE B-POP","8,00","Agotado","https://italiashop.com.py/product/vaporesso-dojo-x-40k-sour-apple-b-pop/"
"VAPORESSO DOJO X 40K","SOUR BATCH WATERMELON PEACH","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k/"
"VAPORESSO DOJO X 40K","SOUR GUSH","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-sour-gush/"
"VAPORESSO DOJO X 40K","STRAWBERRY KIWI","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-strawberry-kiwi/"
"VAPORESSO DOJO X 40K","STRAWBERRY SLAM DUNK","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-strawberry-slam-dunk/"
"VAPORESSO DOJO X 40K","TROPICAL BOOM","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-tropical-boom/"
"VAPORESSO DOJO X 40K","WATERMELON ICE","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-watermelon-ice/"
"VAPORESSO DOJO X 40K","WHITE GUMMY","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-white-gummy/"
